observation_id,species,common_name,iconic_taxon,latitude,longitude,observed_on
209712667,Haemorhous mexicanus,House Finch,Aves,49.2569248604,-123.095617685,2024-04-26
209714043,Araneae,Spiders,Arachnida,49.1546583333,-123.1744866667,2024-04-26
209714318,Polistes dominula,European Paper Wasp,Insecta,49.1546471667,-123.1744383333,2024-04-26
209714523,Parmelia sulcata,Netted shield lichen,Fungi,49.1550305,-123.1742116667,2024-04-26
209714683,Plantago major,greater plantain,Plantae,49.1554611667,-123.1746616667,2024-04-26
209714810,Brachytheciaceae,,Plantae,49.1555638333,-123.1751466667,2024-04-26
209714907,Taraxacum,dandelions,Plantae,49.1556055,-123.175225,2024-04-26
209717062,Camassia,camas,Plantae,49.2371287475,-123.0951656589,2024-04-26
209717435,Astur cooperii,Cooper's Hawk,Aves,49.2535437102,-123.2398690638,2024-04-26
209720256,Sturnus vulgaris,European Starling,Aves,49.2562236373,-123.1434892454,2024-04-26
209720575,Melospiza melodia,Song Sparrow,Aves,49.0351381666,-123.0565609598,2024-04-26
209722033,Plantago major,greater plantain,Plantae,49.0349977697,-123.0560353306,2024-04-26
209722055,Crataegus,hawthorns,Plantae,49.3031717906,-123.038160207,2024-04-26
209723107,Laburnum anagyroides,Common Laburnum,Plantae,49.034845722,-123.05538347,2024-04-26
209723996,Arion hortensis,Garden Arion,Mollusca,49.1260861667,-123.1612638333,2024-04-26
209724242,Rubus bifrons,Himalayan Blackberry,Plantae,49.1260388333,-123.1646805,2024-04-26
209724476,Equisetum arvense,field horsetail,Plantae,49.1259833333,-123.1646721667,2024-04-26
209725086,Malus,apples and crabapples,Plantae,49.233328,-122.9827609722,2024-04-26
209725328,Calystegia,false bindweeds,Plantae,49.1257778333,-123.1646583333,2024-04-26
209725537,Sturnus vulgaris,European Starling,Aves,49.1251916667,-123.1677116667,2024-04-26
209725732,Hedera helix,common ivy,Plantae,49.0344325071,-123.054603468,2024-04-26
209725882,Corvus brachyrhynchos,American Crow,Aves,49.1247833333,-123.1700616667,2024-04-26
209726072,Boeremia hedericola,,Fungi,49.0346857114,-123.0542721973,2024-04-26
209726106,Trillium ovatum,Pacific trillium,Plantae,49.2821021608,-122.5154379126,2024-04-26
209726140,Ardea herodias,Great Blue Heron,Aves,49.1229333333,-123.17453,2024-04-26
209726376,Branta canadensis,Canada Goose,Aves,49.1229278333,-123.17453,2024-04-26
209726420,Chaenomeles,Flowering quinces,Plantae,49.0346710012,-123.0542077405,2024-04-26
209726565,Turdus migratorius,American Robin,Aves,49.1230305,-123.1744616667,2024-04-26
209726690,Prunus padus,bird cherry,Plantae,49.233693,-122.982628,2024-04-26
209727256,Bellis perennis,Lawn daisy,Plantae,49.1233221667,-123.1755833333,2024-04-26
209727386,Bombus melanopygus,Black-tailed Bumble Bee,Insecta,49.2539586671,-123.2512981994,2024-04-26
209727641,Erodium cicutarium,Redstem Stork's-bill,Plantae,49.1232945,-123.178345,2024-04-26
209727883,Turdus migratorius,American Robin,Aves,49.2570810799,-123.0940995504,2024-04-26
209727991,Zonotrichia leucophrys,White-crowned Sparrow,Aves,49.1233528333,-123.178505,2024-04-26
209728513,Geranium macrorrhizum,Rock Crane's-bill,Plantae,49.0849011076,-123.0582464223,2024-04-26
209728536,Geranium,geraniums and cranesbills,Plantae,49.0848423536,-123.0582014087,2024-04-26
209728549,Geranium,geraniums and cranesbills,Plantae,49.0848593969,-123.0581452112,2024-04-26
209728556,Aesculus × carnea,Red horse-chestnut,Plantae,49.1261111667,-123.1801916667,2024-04-26
209728742,Geranium macrorrhizum,Rock Crane's-bill,Plantae,49.084883,-123.0579456,2024-04-26
209728849,Geranium macrorrhizum,Rock Crane's-bill,Plantae,49.0848601,-123.05819254,2024-04-26
209728880,Gamochaeta ustulata,featherweed,Plantae,49.0349375876,-123.0526847487,2024-04-26
209729153,Racomitrium elongatum,Elongate Rock Moss,Plantae,49.0349642002,-123.0526782946,2024-04-26
209729220,Sorbus,Rowans and Mountain Ashes,Plantae,49.1265333333,-123.1785666667,2024-04-26
209729544,Xanthoria parietina,Common Sunburst Lichen,Fungi,49.0349577461,-123.0524515641,2024-04-26
209729691,Hedera helix,common ivy,Plantae,49.0851309582,-123.058059182,2024-04-26
209729778,Hedera helix,common ivy,Plantae,49.0850932121,-123.0580358359,2024-04-26
209729801,Hedera helix,common ivy,Plantae,49.0850968202,-123.0580030431,2024-04-26
209729839,Hedera helix,common ivy,Plantae,49.0849136,-123.0579694,2024-04-26
209729865,Acer pseudoplatanus,sycamore maple,Plantae,49.1265361667,-123.1781466667,2024-04-26
209729943,Hedera helix,common ivy,Plantae,49.0848971,-123.0579286,2024-04-26
209730115,Lamium purpureum,red deadnettle,Plantae,49.0349979373,-123.0525519793,2024-04-26
209730126,Taraxacum officinale,common dandelion,Plantae,49.1266111667,-123.1775666667,2024-04-26
209730601,Sturnus vulgaris,European Starling,Aves,49.2262809465,-123.0813359069,2024-04-26
209730611,Acer platanoides,Norway maple,Plantae,49.1266778333,-123.1766533333,2024-04-26
209730675,Corvus brachyrhynchos,American Crow,Aves,49.0852841034,-123.0580590512,2024-04-26
209730899,Sisymbrium officinale,Hedge mustard,Plantae,49.0351295751,-123.0527173543,2024-04-26
209730945,Thuja plicata,western redcedar,Plantae,49.1266555,-123.176505,2024-04-26
209731207,Grindelia,gumplants,Plantae,49.035161133,-123.0526166038,2024-04-26
209731229,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,49.1265028333,-123.1753783333,2024-04-26
209731337,Salix × pendulina tristis,Golden Weeping Willow,Plantae,49.0849693778,-123.0585580119,2024-04-26
209731348,Scorzoneroides autumnalis,Autumn Hawkbit,Plantae,49.08484617,-123.05855411,2024-04-26
209731363,Nymphaea,Waterlilies,Plantae,49.0850262845,-123.0585056866,2024-04-26
209731460,Achillea millefolium,common yarrow,Plantae,49.0351979295,-123.0525190384,2024-04-26
209731548,Anas platyrhynchos,Mallard,Aves,49.0849940212,-123.0587671696,2024-04-26
209731617,Anas platyrhynchos,Mallard,Aves,49.0849755502,-123.0587434426,2024-04-26
209731701,Anas platyrhynchos,Mallard,Aves,49.0849753371,-123.0587686618,2024-04-26
209731877,Anas platyrhynchos,Mallard,Aves,49.08501948,-123.05869489,2024-04-26
209731890,Leymus,,Plantae,49.0351437405,-123.0524726865,2024-04-26
209732008,Prunus,"plums, cherries, and allies",Plantae,49.0849108691,-123.0588488227,2024-04-26
209732111,Juncus effusus,Soft Rush,Plantae,49.0849703352,-123.0588432833,2024-04-26
209732346,Plantago lanceolata,ribwort plantain,Plantae,49.0347879014,-123.053585149,2024-04-26
209732979,Betula pendula,silver birch,Plantae,49.0852073297,-123.0591190654,2024-04-26
209733040,Solanum dulcamara,bittersweet nightshade,Plantae,49.08502041,-123.05885826,2024-04-26
