bird_id,species,x_km,y_km
SN00086,snow_goose,5.131675,10.099888
SA00303,sandhill_crane,6.051345,10.023248
SN00079,snow_goose,16.300249,3.597173
SA00300,sandhill_crane,5.290401,10.406327
SN00464,snow_goose,16.099159,3.564843
SN00089,snow_goose,9.053649,2.531978
SN00283,snow_goose,12.072983,2.70622
SA00272,sandhill_crane,12.349325,9.563434
SA00034,sandhill_crane,13.648828,14.002945
SA00175,sandhill_crane,15.805374,3.706247
SN00318,snow_goose,11.503361,10.173153
SN00373,snow_goose,8.947084,3.00434
SA00445,sandhill_crane,5.283594,9.115001
SN00123,snow_goose,7.641482,6.489692
SA00147,sandhill_crane,5.696005,10.301653
SA00368,sandhill_crane,16.597926,3.792742
SN00097,snow_goose,5.743023,8.91124
SN00381,snow_goose,6.242184,5.522262
SA00413,sandhill_crane,7.30519,5.761593
SA00180,sandhill_crane,14.097527,12.745859
SA00448,sandhill_crane,1.744726,4.99785
SA00485,sandhill_crane,11.434484,2.921325
SA00125,sandhill_crane,11.710325,2.541733
SN00353,snow_goose,12.575766,1.856031
SN00014,snow_goose,12.93876,2.628455
SA00214,sandhill_crane,6.657406,9.51578
SA00181,sandhill_crane,6.415453,5.289831
SN00402,snow_goose,5.796587,9.944265
SA00268,sandhill_crane,16.189027,2.533348
SA00353,sandhill_crane,12.164743,11.571334
SA00234,sandhill_crane,7.09737,5.262578
SN00225,snow_goose,3.045989,5.390685
SA00298,sandhill_crane,13.613011,12.454621
SN00268,snow_goose,15.533026,3.89055
SN00017,snow_goose,12.222006,2.055831
SN00117,snow_goose,12.466796,10.42784
SA00374,sandhill_crane,8.752987,2.31251
SA00308,sandhill_crane,11.29494,3.606741
SA00196,sandhill_crane,8.469542,2.671931
SN00196,snow_goose,5.362052,9.119074
SN00162,snow_goose,12.650723,10.605687
SA00440,sandhill_crane,12.609422,2.845605
SA00328,sandhill_crane,11.880167,2.312018
SA00091,sandhill_crane,14.517039,13.185084
SN00352,snow_goose,13.713331,12.401689
SA00462,sandhill_crane,5.682731,10.531855
SN00458,snow_goose,12.70307,2.31746
SN00423,snow_goose,2.577457,5.778799
SN00095,snow_goose,15.250037,3.555658
SA00089,sandhill_crane,4.259309,10.571508
SN00004,snow_goose,5.788906,10.168913
SN00308,snow_goose,6.64792,6.1438
SA00497,sandhill_crane,13.128238,2.436407
SN00287,snow_goose,8.805538,2.523639
SN00122,snow_goose,15.339324,3.22834
SA00051,sandhill_crane,2.169356,4.858076
SN00025,snow_goose,1.875253,5.684656
SN00102,snow_goose,12.305334,10.102958
SN00107,snow_goose,16.007145,3.507056
SA00039,sandhill_crane,4.826156,10.284806
SA00376,sandhill_crane,12.092596,9.827918
SN00093,snow_goose,13.107306,12.230694
SN00063,snow_goose,15.560085,2.839438
SA00384,sandhill_crane,13.223212,10.768967
SN00172,snow_goose,6.253106,6.4908
SN00080,snow_goose,5.324535,10.164244
SN00092,snow_goose,12.794376,10.6374
SA00397,sandhill_crane,2.095212,4.840788
SA00495,sandhill_crane,6.207887,9.957294
SA00358,sandhill_crane,16.454643,4.150814
SA00103,sandhill_crane,13.937403,13.044504
SA00325,sandhill_crane,7.663207,2.536136
SA00352,sandhill_crane,12.401901,10.740026
SA00100,sandhill_crane,5.730146,10.166519
SA00155,sandhill_crane,2.480264,4.997072
SA00243,sandhill_crane,12.212086,10.646541
SN00137,snow_goose,7.206001,4.818694
SN00182,snow_goose,2.277343,5.674266
SA00182,sandhill_crane,16.925851,3.310218
SN00037,snow_goose,2.754699,5.154146
SN00027,snow_goose,6.131379,5.54949
SA00141,sandhill_crane,12.343808,1.875176
SN00408,snow_goose,12.279026,10.382341
SN00341,snow_goose,9.077471,1.897625
SN00010,snow_goose,13.855607,12.172064
SA00220,sandhill_crane,5.126262,10.137383
SA00287,sandhill_crane,14.952884,13.205438
SA00212,sandhill_crane,5.431114,9.873093
SN00451,snow_goose,9.012381,2.633608
SA00069,sandhill_crane,13.228147,2.950305
SA00003,sandhill_crane,12.272402,11.072685
SA00301,sandhill_crane,13.799662,12.847972
SN00412,snow_goose,12.725891,10.798256
SN00499,snow_goose,14.109404,12.022052
SA00134,sandhill_crane,17.359958,3.984113
SA00400,sandhill_crane,16.978202,3.40779
SN00046,snow_goose,13.02254,2.187919
SN00496,snow_goose,15.909519,2.987266
SA00059,sandhill_crane,13.094439,11.542832
SN00078,snow_goose,12.646407,11.030211
SA00439,sandhill_crane,12.167147,9.879469
SA00124,sandhill_crane,5.665175,10.079711
SN00472,snow_goose,13.052773,10.568887
SA00111,sandhill_crane,8.704515,2.860025
SN00155,snow_goose,8.838494,2.034438
SA00390,sandhill_crane,12.015764,9.675857
SA00171,sandhill_crane,12.020747,2.164318
SN00219,snow_goose,4.016623,5.111049
SN00246,snow_goose,12.261925,10.396727
SA00398,sandhill_crane,6.146854,10.107827
SA00094,sandhill_crane,2.289629,4.875637
SN00376,snow_goose,6.099223,9.589997
SN00290,snow_goose,11.819575,2.958145
SN00197,snow_goose,11.665392,2.4052
SN00120,snow_goose,12.748165,1.963531
SN00156,snow_goose,2.94465,5.636803
SA00279,sandhill_crane,6.684295,4.753519
SA00459,sandhill_crane,16.166881,3.81462
SN00378,snow_goose,13.189485,12.0679
SN00021,snow_goose,8.062299,2.736361
SN00022,snow_goose,12.039734,10.378748
SA00493,sandhill_crane,16.50659,4.202088
SA00261,sandhill_crane,4.028154,9.943198
SA00174,sandhill_crane,16.69175,3.588639
SN00259,snow_goose,12.812607,1.741304
SA00414,sandhill_crane,14.2725,11.100903
SN00243,snow_goose,13.618722,13.494767
SN00405,snow_goose,12.959462,14.301142
SA00020,sandhill_crane,12.078717,2.400429
SN00016,snow_goose,13.570707,13.152563
SN00261,snow_goose,12.384448,2.25367
SA00173,sandhill_crane,12.604836,9.570624
SA00450,sandhill_crane,12.712479,10.432193
SN00224,snow_goose,12.485731,11.156037
SA00194,sandhill_crane,12.411831,2.531787
SA00364,sandhill_crane,11.987464,1.621333
SN00396,snow_goose,11.639216,2.592021
SN00114,snow_goose,6.857014,5.459838
SN00058,snow_goose,1.946638,5.143303
SN00285,snow_goose,8.595644,2.412089
SN00126,snow_goose,15.631785,3.418497
SA00409,sandhill_crane,9.513171,2.52118
SA00442,sandhill_crane,6.449881,5.374307
SA00110,sandhill_crane,13.647238,13.44121
SN00154,snow_goose,9.01331,3.068435
SN00163,snow_goose,12.986843,13.593569
SN00494,snow_goose,2.836152,4.716385
SA00255,sandhill_crane,1.259288,4.717594
SA00048,sandhill_crane,5.189038,10.258432
SA00248,sandhill_crane,12.286315,10.622501
SN00320,snow_goose,13.075906,2.199364
SN00183,snow_goose,15.956146,2.101775
SN00368,snow_goose,2.007473,4.861785
SA00383,sandhill_crane,11.758093,1.733682
SN00258,snow_goose,9.435898,2.459704
SN00094,snow_goose,3.153687,5.276361
SN00479,snow_goose,2.349678,4.952303
SA00494,sandhill_crane,11.01031,1.71659
SA00310,sandhill_crane,14.248108,12.456561
SA00236,sandhill_crane,11.765966,1.719241
SA00321,sandhill_crane,12.857378,3.605548
SN00181,snow_goose,11.995787,10.404719
SA00019,sandhill_crane,6.557451,5.989027
SN00486,snow_goose,5.312918,5.268858
SN00146,snow_goose,12.481658,1.391645
SA00197,sandhill_crane,12.493489,2.875752
SN00417,snow_goose,6.122036,4.4091
SA00345,sandhill_crane,12.176073,9.777022
SN00132,snow_goose,1.866448,4.736999
SN00403,snow_goose,9.144638,2.088361
SA00169,sandhill_crane,12.531409,2.190692
SN00392,snow_goose,5.583029,10.342219
SA00148,sandhill_crane,6.98642,5.392985
SA00041,sandhill_crane,13.696959,12.371986
SN00166,snow_goose,14.054385,12.756955
SN00215,snow_goose,12.208012,10.552324
SN00462,snow_goose,13.605144,13.312233
SN00222,snow_goose,16.511849,3.221973
SA00425,sandhill_crane,13.776295,13.156076
SN00075,snow_goose,6.442379,6.634392
SA00252,sandhill_crane,13.514024,12.737763
SN00170,snow_goose,5.528625,9.917607
SN00194,snow_goose,11.723868,10.039266
SA00229,sandhill_crane,6.658262,10.274757
SA00167,sandhill_crane,2.613911,5.174708
SN00336,snow_goose,12.822629,2.091726
SN00067,snow_goose,14.01879,12.166182
SN00454,snow_goose,8.521618,2.807733
SN00234,snow_goose,8.009425,2.148268
SN00023,snow_goose,7.029735,5.934429
SA00498,sandhill_crane,2.613552,6.268693
SN00388,snow_goose,3.355744,4.888335
SN00118,snow_goose,7.008467,5.767122
SA00416,sandhill_crane,11.95955,2.345456
SA00395,sandhill_crane,5.714421,10.239588
SN00339,snow_goose,16.463788,4.213163
SN00150,snow_goose,13.764985,12.300039
SA00109,sandhill_crane,12.750625,10.663055
SN00171,snow_goose,5.369015,10.129254
SN00314,snow_goose,9.399292,2.411225
SA00330,sandhill_crane,8.842668,2.167293
SN00487,snow_goose,16.35026,3.023314
SN00346,snow_goose,6.578795,4.937645
SN00214,snow_goose,5.459223,10.317444
SA00035,sandhill_crane,5.569606,10.039096
SN00490,snow_goose,2.723916,5.274661
SA00115,sandhill_crane,12.770032,2.558362
SA00008,sandhill_crane,13.553802,13.124883
SN00445,snow_goose,5.780401,9.34533
SA00347,sandhill_crane,8.186153,2.445693
SN00337,snow_goose,6.260532,5.110643
SN00442,snow_goose,8.191034,3.171078
SA00447,sandhill_crane,8.083491,2.089969
SA00116,sandhill_crane,14.351499,12.192588
SN00188,snow_goose,5.720086,5.870614
SA00067,sandhill_crane,11.752955,2.356383
SA00158,sandhill_crane,1.861005,5.183443
SN00173,snow_goose,12.559284,2.829771
SN00463,snow_goose,12.971028,12.785146
SA00286,sandhill_crane,5.897464,5.112728
SA00057,sandhill_crane,11.862791,2.604542
SA00151,sandhill_crane,6.108181,5.535381
SN00422,snow_goose,13.105351,11.343049
SA00044,sandhill_crane,13.317642,11.954253
SN00449,snow_goose,12.528968,10.911138
SA00207,sandhill_crane,12.302087,3.076103
SN00091,snow_goose,12.140571,1.929801
SA00056,sandhill_crane,6.421079,5.431505
SA00259,sandhill_crane,6.990588,4.881676
SN00247,snow_goose,13.302267,10.259167
SA00486,sandhill_crane,2.221309,4.922634
SN00410,snow_goose,12.601853,10.574789
SN00397,snow_goose,11.341884,2.403174
SA00283,sandhill_crane,2.575227,4.714423
SA00285,sandhill_crane,12.614721,3.062888
SN00309,snow_goose,13.805425,12.407571
SN00379,snow_goose,12.18769,3.182807
SN00053,snow_goose,5.916881,10.544862
SN00465,snow_goose,4.821284,10.501093
SN00269,snow_goose,16.624906,3.870417
SA00144,sandhill_crane,6.772594,5.609854
SA00344,sandhill_crane,6.467697,5.687526
SA00127,sandhill_crane,7.796303,2.559231
SN00060,snow_goose,5.826522,5.657647
SN00251,snow_goose,13.992263,12.290185
SA00437,sandhill_crane,16.768268,2.936625
SN00034,snow_goose,5.326577,10.657837
SA00135,sandhill_crane,12.168026,10.433712
SA00170,sandhill_crane,1.614854,5.55014
SN00210,snow_goose,6.91922,5.483721
SN00322,snow_goose,2.391612,4.264869
SA00470,sandhill_crane,13.389258,13.097103
SN00121,snow_goose,6.561989,10.420791
SN00149,snow_goose,5.582151,8.818732
SN00108,snow_goose,15.845952,2.999784
SA00097,sandhill_crane,4.703594,11.090433
SN00135,snow_goose,12.103512,3.378361
SA00009,sandhill_crane,2.104025,5.909986
SN00488,snow_goose,2.695345,4.676076
SA00250,sandhill_crane,5.229308,10.450728
SA00427,sandhill_crane,4.971536,10.376469
SA00340,sandhill_crane,11.950648,1.838739
SA00186,sandhill_crane,8.202243,2.474825
SN00052,snow_goose,15.904513,4.384175
SA00038,sandhill_crane,16.451936,4.038575
SN00255,snow_goose,6.252112,5.43245
SN00043,snow_goose,9.325583,2.507578
SN00265,snow_goose,13.847044,10.736423
SN00307,snow_goose,5.003546,10.664767
SN00497,snow_goose,9.155531,1.806899
SN00003,snow_goose,3.141823,5.182528
SA00021,sandhill_crane,1.966504,5.283979
SN00039,snow_goose,5.985388,4.822454
SN00414,snow_goose,1.78048,4.100577
SA00086,sandhill_crane,12.601845,11.320602
SA00331,sandhill_crane,6.758025,6.181694
SA00209,sandhill_crane,6.718482,6.366638
SN00399,snow_goose,15.432202,2.612771
SN00359,snow_goose,6.697754,6.575607
SA00375,sandhill_crane,11.709953,2.828708
SA00118,sandhill_crane,13.876658,12.509422
SN00147,snow_goose,13.716371,12.669286
SA00402,sandhill_crane,8.727712,2.914001
SA00438,sandhill_crane,3.276811,6.190646
SN00476,snow_goose,14.535341,13.236808
SN00434,snow_goose,6.81122,5.439412
SA00475,sandhill_crane,8.445518,1.504363
SN00356,snow_goose,6.154136,5.484357
SA00080,sandhill_crane,6.867525,4.835134
SA00146,sandhill_crane,14.237646,13.299772
SN00474,snow_goose,13.379361,13.269455
SN00072,snow_goose,5.350828,10.000023
SA00142,sandhill_crane,12.774518,3.029664
SN00328,snow_goose,13.329132,12.559039
SN00208,snow_goose,12.264721,11.015756
SA00392,sandhill_crane,11.650201,2.627933
SA00101,sandhill_crane,14.001166,12.984769
SA00042,sandhill_crane,15.558382,3.416521
SA00049,sandhill_crane,6.256898,5.550415
SN00184,snow_goose,16.55852,3.824704
SA00488,sandhill_crane,12.887211,10.541822
SA00072,sandhill_crane,8.854858,2.068151
SN00066,snow_goose,12.336513,2.578897
SN00169,snow_goose,5.530764,10.210427
SN00041,snow_goose,12.425284,2.181713
SN00110,snow_goose,5.589929,10.353012
SN00241,snow_goose,5.775903,9.214509
SA00104,sandhill_crane,13.920699,13.220428
SN00325,snow_goose,14.021452,13.789798
SN00429,snow_goose,16.631221,3.759669
SA00339,sandhill_crane,8.085532,2.972859
SN00436,snow_goose,16.907234,3.811435
SA00417,sandhill_crane,15.662805,3.221757
SA00284,sandhill_crane,6.10244,5.653558
SA00323,sandhill_crane,11.541055,10.553488
SA00046,sandhill_crane,12.112338,2.215393
SN00406,snow_goose,12.186973,10.783182
SN00211,snow_goose,7.964425,2.671903
SN00323,snow_goose,11.941024,11.466962
SN00047,snow_goose,14.598335,12.978985
SN00473,snow_goose,6.47572,5.712439
SN00485,snow_goose,16.679186,3.917563
SN00306,snow_goose,12.128405,10.664782
SN00200,snow_goose,12.781013,10.930743
SA00161,sandhill_crane,15.79354,2.702411
SA00487,sandhill_crane,13.98106,13.000019
SN00286,snow_goose,5.25789,9.27286
SA00394,sandhill_crane,8.714455,2.735576
SA00082,sandhill_crane,12.188869,2.540627
SA00232,sandhill_crane,12.345215,10.858999
SA00204,sandhill_crane,9.307465,1.2085
SN00250,snow_goose,2.332721,4.2423
SA00496,sandhill_crane,12.867591,12.455015
SN00129,snow_goose,13.934898,12.256237
SA00483,sandhill_crane,6.778111,5.795312
SA00018,sandhill_crane,5.873287,10.168554
SA00343,sandhill_crane,4.38587,4.332681
SN00270,snow_goose,12.25049,10.946812
SN00103,snow_goose,12.10884,10.703738
SN00293,snow_goose,1.829404,5.481639
SN00289,snow_goose,12.517158,10.44048
SN00235,snow_goose,11.700896,2.943535
SA00266,sandhill_crane,16.868894,3.370888
SA00071,sandhill_crane,7.097938,6.131351
SN00139,snow_goose,14.319468,13.039805
SA00157,sandhill_crane,8.142446,2.42311
SN00152,snow_goose,4.828858,9.947303
SA00031,sandhill_crane,4.464383,9.311946
SN00316,snow_goose,17.144492,3.118008
SN00278,snow_goose,6.060865,5.770871
SN00064,snow_goose,11.584077,3.025123
SA00205,sandhill_crane,5.912118,10.353639
SN00133,snow_goose,6.733719,5.674823
SA00309,sandhill_crane,8.146041,2.411756
SA00404,sandhill_crane,13.708025,12.405318
SN00249,snow_goose,5.386746,9.842478
SA00050,sandhill_crane,11.992969,11.291526
SA00062,sandhill_crane,14.063,13.432372
SN00081,snow_goose,3.403222,5.085618
SN00331,snow_goose,5.048502,9.861667
SN00348,snow_goose,11.794893,2.583453
SA00269,sandhill_crane,9.396346,2.332761
SA00482,sandhill_crane,9.043373,1.47798
SA00350,sandhill_crane,12.731788,1.866098
SN00252,snow_goose,16.351204,3.319317
SA00121,sandhill_crane,16.31094,4.262852
SA00085,sandhill_crane,12.224995,10.947725
SN00262,snow_goose,5.56054,9.860606
SN00240,snow_goose,5.154755,9.924035
SA00379,sandhill_crane,2.103929,4.422161
SN00038,snow_goose,16.560743,3.660083
SN00333,snow_goose,5.745107,9.510341
SN00441,snow_goose,13.321135,12.811759
SN00198,snow_goose,8.939626,1.631225
SN00157,snow_goose,2.037119,5.97412
SN00101,snow_goose,12.0775,10.161927
SA00137,sandhill_crane,5.248396,10.165388
SA00244,sandhill_crane,3.087767,4.538634
SA00464,sandhill_crane,16.547308,4.418577
SA00480,sandhill_crane,2.581906,5.305069
SN00231,snow_goose,5.990222,10.331318
SA00456,sandhill_crane,13.160653,12.101328
SA00081,sandhill_crane,8.278462,1.843215
SN00296,snow_goose,8.397341,2.48751
SA00183,sandhill_crane,7.094161,5.95259
SA00367,sandhill_crane,12.160979,11.575232
SA00015,sandhill_crane,11.035086,3.094993
SA00388,sandhill_crane,4.874597,10.466544
SN00209,snow_goose,5.76358,5.655607
SN00239,snow_goose,8.842168,2.443537
SN00153,snow_goose,13.576406,12.590783
SN00281,snow_goose,8.604237,2.086196
SA00460,sandhill_crane,7.684585,2.256311
SA00403,sandhill_crane,17.130354,3.12003
SN00012,snow_goose,13.195554,13.013998
SN00266,snow_goose,15.862955,4.274526
SN00351,snow_goose,12.108907,10.661867
SN00369,snow_goose,13.758597,12.127738
SA00492,sandhill_crane,6.639256,5.698808
SN00228,snow_goose,16.155836,3.740586
SN00304,snow_goose,12.412963,10.936107
SN00244,snow_goose,2.334521,4.747101
SN00199,snow_goose,2.306851,5.923893
SA00188,sandhill_crane,12.218738,10.437737
SN00178,snow_goose,8.806649,2.57706
SN00056,snow_goose,14.137726,12.884819
SN00140,snow_goose,17.114932,3.110925
SA00138,sandhill_crane,2.762375,5.189685
SA00399,sandhill_crane,13.070291,10.884787
SA00192,sandhill_crane,13.587764,2.943997
SN00334,snow_goose,6.146511,5.471254
SN00280,snow_goose,2.659226,6.327862
SN00238,snow_goose,14.025175,12.560804
SN00345,snow_goose,11.85284,3.060569
SA00241,sandhill_crane,7.015904,5.746782
SA00203,sandhill_crane,11.533643,2.841208
SA00365,sandhill_crane,5.725224,9.936793
SN00315,snow_goose,2.131666,4.688337
SA00381,sandhill_crane,12.186956,1.920517
SA00304,sandhill_crane,13.138221,2.194268
SA00421,sandhill_crane,8.361073,2.608115
SN00275,snow_goose,12.370936,10.448482
SA00078,sandhill_crane,12.174233,11.090575
SN00257,snow_goose,2.096357,5.330016
SN00344,snow_goose,2.05707,5.38287
SA00280,sandhill_crane,2.746175,5.576194
SA00211,sandhill_crane,14.099037,13.39884
SA00156,sandhill_crane,16.158572,3.199093
SN00457,snow_goose,7.101344,5.940171
SN00190,snow_goose,13.39705,12.495534
SN00002,snow_goose,2.267705,4.796696
SA00240,sandhill_crane,9.003434,2.391634
SN00361,snow_goose,4.511597,9.290904
SN00375,snow_goose,15.788507,2.859981
SN00227,snow_goose,12.097635,11.097587
SA00208,sandhill_crane,13.706893,12.054663
SA00092,sandhill_crane,2.101778,5.27997
SA00047,sandhill_crane,12.937051,2.834709
SA00199,sandhill_crane,14.014417,12.028561
SA00342,sandhill_crane,3.038031,5.275172
SA00271,sandhill_crane,11.721259,10.354847
SA00193,sandhill_crane,12.516793,2.185934
SA00221,sandhill_crane,11.994455,10.457381
SA00433,sandhill_crane,2.54298,5.309632
SA00469,sandhill_crane,12.109128,11.374604
SA00288,sandhill_crane,8.669375,2.660649
SA00189,sandhill_crane,9.244273,3.177914
SN00100,snow_goose,14.547791,13.369948
SN00125,snow_goose,12.118636,2.353546
SA00406,sandhill_crane,12.460276,2.625117
SA00033,sandhill_crane,13.487219,12.271536
SA00254,sandhill_crane,16.591833,2.234387
SN00493,snow_goose,9.297507,2.402867
SA00098,sandhill_crane,6.135955,6.067703
SN00077,snow_goose,5.219495,5.474883
SN00398,snow_goose,12.460859,11.372631
SN00096,snow_goose,12.468352,2.094392
SA00126,sandhill_crane,6.736816,5.45595
SN00425,snow_goose,12.26691,2.270872
SN00105,snow_goose,16.544468,3.536482
SN00453,snow_goose,5.291932,9.78844
SA00472,sandhill_crane,12.947324,2.80621
SN00099,snow_goose,11.837567,10.851612
SN00354,snow_goose,17.040499,2.628638
SA00429,sandhill_crane,16.643589,3.287393
SA00231,sandhill_crane,13.782844,13.06554
SN00032,snow_goose,2.137376,5.315999
SN00201,snow_goose,12.414178,2.886839
SN00001,snow_goose,4.349242,10.014108
SA00191,sandhill_crane,5.190571,9.502398
SA00027,sandhill_crane,6.580268,4.553801
SN00484,snow_goose,6.3642,10.622191
SN00180,snow_goose,9.767731,3.511206
SA00377,sandhill_crane,6.673817,5.487568
SA00061,sandhill_crane,6.350005,4.891115
SA00218,sandhill_crane,12.304525,2.721009
SA00489,sandhill_crane,2.637163,4.881322
SA00064,sandhill_crane,2.243539,5.050048
SN00144,snow_goose,8.794473,2.70007
SN00202,snow_goose,4.575001,5.721493
SA00200,sandhill_crane,12.535163,2.209468
SA00314,sandhill_crane,6.151865,5.255151
SN00254,snow_goose,13.563044,2.009238
SN00459,snow_goose,12.326691,9.895344
SN00284,snow_goose,11.823566,11.369934
SA00225,sandhill_crane,14.27113,13.021406
SN00407,snow_goose,5.910494,10.198939
SA00037,sandhill_crane,16.545237,2.883307
SN00031,snow_goose,8.313065,2.459388
SN00085,snow_goose,12.83409,2.199737
SA00326,sandhill_crane,5.716924,9.932644
SN00491,snow_goose,7.056314,5.192493
SA00458,sandhill_crane,15.985275,3.678907
SN00104,snow_goose,2.340758,5.313005
SN00109,snow_goose,17.117584,3.181207
SA00338,sandhill_crane,6.002027,5.214208
SN00387,snow_goose,2.579786,5.043727
SN00242,snow_goose,6.128084,6.077869
SA00274,sandhill_crane,8.872645,2.28479
SA00455,sandhill_crane,15.785699,3.13373
SA00074,sandhill_crane,7.158163,5.266585
SN00106,snow_goose,15.989823,3.683141
SN00220,snow_goose,15.825501,2.524589
SN00040,snow_goose,12.558681,11.05031
SN00358,snow_goose,6.060015,5.696888
SN00045,snow_goose,13.783513,13.118245
SA00294,sandhill_crane,4.960455,10.476128
SA00090,sandhill_crane,11.062252,10.256491
SA00478,sandhill_crane,8.523179,2.338723
SN00466,snow_goose,5.314764,9.608249
SA00273,sandhill_crane,1.582694,4.959994
SN00292,snow_goose,15.428647,2.839569
SA00296,sandhill_crane,14.20611,11.758563
SA00265,sandhill_crane,6.027121,9.988037
SA00235,sandhill_crane,6.173139,5.228511
SA00332,sandhill_crane,2.699022,4.488022
SN00294,snow_goose,6.203134,5.30151
SA00295,sandhill_crane,11.970509,2.964667
SN00062,snow_goose,11.956074,2.982331
SN00124,snow_goose,14.067287,12.600959
SN00087,snow_goose,6.397835,5.038698
SA00378,sandhill_crane,6.618583,5.668882
SA00307,sandhill_crane,11.516919,10.079856
SN00271,snow_goose,11.591218,11.116595
SA00239,sandhill_crane,12.598552,10.18794
SN00134,snow_goose,15.516213,3.6768
SA00318,sandhill_crane,5.909811,10.341464
SN00143,snow_goose,5.526245,9.850045
SA00093,sandhill_crane,12.657871,11.069032
SN00481,snow_goose,15.703518,3.495742
SN00349,snow_goose,11.881488,2.463826
SA00260,sandhill_crane,12.446789,10.28424
SN00321,snow_goose,8.511496,2.041432
SA00317,sandhill_crane,16.522949,3.128606
SA00282,sandhill_crane,11.928337,2.247491
SN00073,snow_goose,2.046266,4.258415
SA00351,sandhill_crane,6.158128,10.458781
SN00430,snow_goose,2.574365,5.62804
SA00129,sandhill_crane,12.736451,12.905731
SA00264,sandhill_crane,2.051122,6.188161
SN00245,snow_goose,8.443742,2.640083
SN00098,snow_goose,11.58574,9.78561
SN00213,snow_goose,6.009132,6.278424
SN00460,snow_goose,9.192311,3.492804
SN00175,snow_goose,6.276375,5.342205
SA00133,sandhill_crane,5.765733,9.847371
SA00418,sandhill_crane,13.815477,12.778643
SA00163,sandhill_crane,2.900037,5.162541
SA00075,sandhill_crane,6.56571,6.015067
SA00154,sandhill_crane,13.625675,13.1361
SA00446,sandhill_crane,15.94611,3.826365
SN00480,snow_goose,12.453425,10.983863
SN00470,snow_goose,13.16873,10.397989
SA00233,sandhill_crane,11.850976,10.540997
SA00428,sandhill_crane,2.700269,5.062188
SN00142,snow_goose,12.268836,10.694724
SA00088,sandhill_crane,4.433488,10.730222
SN00374,snow_goose,13.972928,12.77862
SN00450,snow_goose,11.721346,2.283482
SN00020,snow_goose,2.813773,5.057235
SA00267,sandhill_crane,5.288225,11.371101
SA00249,sandhill_crane,2.855286,4.640098
SA00424,sandhill_crane,16.412918,3.561134
