bird_id,species,x_km,y_km
SA09505,sandhill_crane,11.697021,10.44075
SN05071,snow_goose,12.208614,2.425342
SN09459,snow_goose,12.396318,1.971786
SN09347,snow_goose,2.58789,5.225666
SN03303,snow_goose,8.876992,3.290241
SA02693,sandhill_crane,8.505398,1.483274
SN01429,snow_goose,8.85654,3.287766
SA06434,sandhill_crane,6.789745,6.511123
SN02349,snow_goose,4.280392,9.764879
SN09676,snow_goose,12.570458,2.726528
SA06002,sandhill_crane,12.443451,11.127369
SN03989,snow_goose,11.513532,10.364498
SA04577,sandhill_crane,8.725465,1.694704
SN08348,snow_goose,1.682944,5.129493
SA01347,sandhill_crane,12.885555,2.136544
SN09414,snow_goose,9.104793,2.681303
SA03184,sandhill_crane,2.729634,5.540068
SN04838,snow_goose,16.778619,3.239914
SA01907,sandhill_crane,3.380584,5.823165
SN08942,snow_goose,5.583579,9.031558
SN06581,snow_goose,12.327038,2.86601
SA00498,sandhill_crane,11.727308,1.561481
SA04522,sandhill_crane,6.189631,5.129037
SA09143,sandhill_crane,12.617663,1.558804
SN08390,snow_goose,12.057021,0.840255
SA00878,sandhill_crane,5.38553,9.63202
SN04909,snow_goose,12.342626,1.597916
SN09577,snow_goose,13.076563,10.187489
SN07159,snow_goose,9.022568,2.786138
SN06813,snow_goose,16.212986,3.916215
SN09502,snow_goose,5.846075,9.490505
SN04358,snow_goose,14.175922,13.101979
SN04837,snow_goose,5.719389,9.89409
SA05660,sandhill_crane,5.60441,10.309321
SN04385,snow_goose,13.247407,10.630771
SN05738,snow_goose,13.26348,12.816282
SN04153,snow_goose,6.20419,9.997089
SA05249,sandhill_crane,16.502244,4.153745
SN07446,snow_goose,8.243248,3.328347
SA07659,sandhill_crane,13.059296,12.825683
SN02885,snow_goose,8.460725,2.378168
SA04721,sandhill_crane,16.224756,3.575063
SN07279,snow_goose,9.281147,1.13515
SN03440,snow_goose,2.316419,5.661622
SA05809,sandhill_crane,12.356087,10.158161
SN02762,snow_goose,8.457635,2.020241
SN08283,snow_goose,6.359747,5.694949
SA05073,sandhill_crane,16.546362,3.724747
SN02331,snow_goose,12.934812,11.286144
SN07687,snow_goose,11.893769,10.041966
SN06260,snow_goose,11.93243,10.452105
SA07324,sandhill_crane,8.549107,2.783731
SA03741,sandhill_crane,3.036885,5.621195
SN01931,snow_goose,11.876775,3.673312
SA06711,sandhill_crane,6.165771,10.525053
SA05270,sandhill_crane,2.898437,5.955122
SA08530,sandhill_crane,3.27974,5.393974
SA09196,sandhill_crane,11.98012,10.070736
SA07656,sandhill_crane,13.310501,13.438331
SA05319,sandhill_crane,8.890272,2.336898
SA08258,sandhill_crane,13.563878,12.265854
SN01555,snow_goose,16.425284,3.850843
SA06307,sandhill_crane,6.092549,4.927602
SN04799,snow_goose,15.761401,2.852106
SN08657,snow_goose,6.041173,5.828033
SN06175,snow_goose,12.384145,2.400781
SN01673,snow_goose,11.973154,2.811023
SA07641,sandhill_crane,13.959206,13.279753
SA00596,sandhill_crane,9.70207,2.500467
SN02304,snow_goose,13.616526,12.309918
SA02098,sandhill_crane,7.919274,2.719277
SN03819,snow_goose,9.059341,2.325702
SA00615,sandhill_crane,4.988771,9.913318
SA05206,sandhill_crane,6.308679,6.666501
SA06692,sandhill_crane,14.181676,12.260406
SA03311,sandhill_crane,16.579823,3.95075
SN02369,snow_goose,6.751076,5.689883
SA04770,sandhill_crane,13.569739,2.451785
SA01884,sandhill_crane,12.677559,2.918146
SA06484,sandhill_crane,12.383931,10.827502
SN01232,snow_goose,9.3466,2.57
SA01714,sandhill_crane,11.942449,11.024625
SA04731,sandhill_crane,6.534478,5.09161
SN02780,snow_goose,5.547557,9.808792
SN08925,snow_goose,12.933032,2.369317
SA00897,sandhill_crane,12.701604,13.237161
SA04524,sandhill_crane,2.9246,5.022765
SN09454,snow_goose,8.92314,2.812506
SN03220,snow_goose,5.095683,10.414334
SA03210,sandhill_crane,14.984639,13.808271
SN06317,snow_goose,8.713561,3.39749
SA00775,sandhill_crane,8.580058,3.3032
SA00302,sandhill_crane,6.776489,5.109816
SA01508,sandhill_crane,12.399613,11.02848
SN03123,snow_goose,8.394534,2.260404
SA01210,sandhill_crane,8.430626,2.542998
SA04424,sandhill_crane,9.025811,2.439294
SA04233,sandhill_crane,14.060922,12.908839
SA05650,sandhill_crane,5.489732,10.509103
SA01001,sandhill_crane,16.283327,3.933652
SA03861,sandhill_crane,12.229724,10.651496
SN01464,snow_goose,2.496496,4.645317
SA04084,sandhill_crane,16.384305,3.524721
SN04533,snow_goose,11.98076,1.807103
SA03550,sandhill_crane,11.351227,2.788016
SA09040,sandhill_crane,8.759677,1.871413
SA05610,sandhill_crane,8.905774,2.550875
SN01699,snow_goose,12.51333,10.757069
SN03729,snow_goose,4.881679,10.076756
SA07917,sandhill_crane,13.179964,11.636496
SA08261,sandhill_crane,8.699335,2.421544
SN01853,snow_goose,2.661238,5.599674
SN05776,snow_goose,5.852137,9.102567
SN01591,snow_goose,13.661339,11.98453
SN03804,snow_goose,6.299104,5.040336
SN03091,snow_goose,8.992331,2.615485
SN02540,snow_goose,16.507253,3.63827
SN07918,snow_goose,11.540273,2.075878
SN04629,snow_goose,15.469033,3.936321
SA05413,sandhill_crane,16.378255,3.569457
SN06818,snow_goose,13.219918,13.146232
SA03908,sandhill_crane,12.714831,9.976693
SA03211,sandhill_crane,5.961892,9.115523
SA01614,sandhill_crane,11.879507,10.530686
SA07373,sandhill_crane,14.403955,13.13547
SA05221,sandhill_crane,16.102798,4.278217
SA04064,sandhill_crane,16.533224,2.907669
SA06854,sandhill_crane,16.547718,3.318829
SN04282,snow_goose,16.386839,3.820992
SN05530,snow_goose,5.076994,9.506885
SA05089,sandhill_crane,5.620008,6.197835
SA07539,sandhill_crane,5.027664,9.820965
SN04920,snow_goose,6.961194,5.950254
SN01230,snow_goose,4.842866,10.690541
SA00975,sandhill_crane,1.920994,5.926819
SA00482,sandhill_crane,12.997015,11.11263
SA09264,sandhill_crane,6.793152,6.164851
SA00761,sandhill_crane,4.804201,10.042027
SN03763,snow_goose,5.641637,5.775167
SA03343,sandhill_crane,2.064515,5.601622
SN04571,snow_goose,5.633514,9.87813
SN00726,snow_goose,16.227347,3.189674
SN09346,snow_goose,11.938196,2.436423
SN00601,snow_goose,6.807276,5.375097
SA02096,sandhill_crane,5.561879,10.015752
SN06493,snow_goose,11.70028,2.994761
SN00439,snow_goose,12.668568,10.53273
SA07386,sandhill_crane,11.891572,1.816241
SA00826,sandhill_crane,13.466258,12.408849
SA06227,sandhill_crane,11.868293,2.318901
SA07238,sandhill_crane,17.365696,4.223916
SA03282,sandhill_crane,11.951916,10.73412
SN00745,snow_goose,13.571691,13.473176
SA08377,sandhill_crane,2.525031,6.082214
SA08149,sandhill_crane,13.069319,12.796243
SA01702,sandhill_crane,11.810845,10.527774
SA10000,sandhill_crane,11.787843,10.428138
SN09753,snow_goose,2.376457,4.980618
SN03566,snow_goose,2.197646,4.798552
SA06204,sandhill_crane,13.253761,12.780899
SN00596,snow_goose,6.191084,5.274246
SN09870,snow_goose,12.61649,11.468618
SN09171,snow_goose,9.3898,2.453562
SA05012,sandhill_crane,8.612108,3.070254
SN05338,snow_goose,9.020539,2.933881
SN01448,snow_goose,8.572603,3.281405
SN07169,snow_goose,3.085454,4.584122
SN03789,snow_goose,5.100688,10.067147
SN03290,snow_goose,4.686654,9.609214
SN06549,snow_goose,12.162589,2.019651
SA05763,sandhill_crane,17.001336,3.958268
SN02653,snow_goose,12.588405,10.720951
SN04253,snow_goose,5.66959,5.231917
SA02524,sandhill_crane,12.741388,2.834202
SN05175,snow_goose,2.457873,5.227055
SA09777,sandhill_crane,14.35405,12.737266
SA04353,sandhill_crane,6.3032,6.358473
SA08084,sandhill_crane,16.520912,2.278529
SN02239,snow_goose,3.30663,4.227568
SN00977,snow_goose,13.196058,13.390207
SN01293,snow_goose,12.931275,2.579569
SN00664,snow_goose,12.950915,10.390946
SN09354,snow_goose,13.571516,12.261042
SA01923,sandhill_crane,13.100719,13.428911
SN07883,snow_goose,11.567571,2.289462
SA02265,sandhill_crane,12.289874,11.363286
SA02703,sandhill_crane,16.506152,3.315652
SN00131,snow_goose,11.792724,11.079989
SA00637,sandhill_crane,7.704138,5.539781
SN07367,snow_goose,6.314207,9.926006
SN03830,snow_goose,14.62652,12.6936
SA01606,sandhill_crane,8.875592,2.467237
SN06665,snow_goose,12.601271,1.997412
SA06363,sandhill_crane,5.647661,9.464163
SA06911,sandhill_crane,4.777365,9.925974
SN07215,snow_goose,8.559377,2.047217
SA01823,sandhill_crane,16.373517,2.746925
SA08658,sandhill_crane,6.083024,6.09393
SA07975,sandhill_crane,5.953583,9.322682
SN01580,snow_goose,16.892434,4.260494
SN06351,snow_goose,14.897926,12.613802
SN05570,snow_goose,2.921874,4.984383
SN05583,snow_goose,12.840896,11.544909
SN02729,snow_goose,12.02816,10.177322
SA01644,sandhill_crane,3.103372,5.715318
SN08452,snow_goose,13.843276,12.737296
SA02924,sandhill_crane,6.382601,5.510772
SA01513,sandhill_crane,12.432323,10.424972
SA06266,sandhill_crane,8.022214,3.279605
SA01667,sandhill_crane,13.101281,14.058743
SN06511,snow_goose,13.744713,10.663375
SN04219,snow_goose,12.581815,10.616247
SA04329,sandhill_crane,6.115258,5.524699
SN02743,snow_goose,5.746553,10.103821
SA08464,sandhill_crane,8.582027,2.283744
SA02567,sandhill_crane,2.199694,5.211339
SA07073,sandhill_crane,13.838682,13.095186
SN07661,snow_goose,11.067677,3.288266
SA05505,sandhill_crane,16.386994,3.651212
SA04090,sandhill_crane,8.968143,2.617854
SA07936,sandhill_crane,8.689596,2.455686
SN05169,snow_goose,2.126614,5.072974
SN00632,snow_goose,11.500002,2.960114
SN09927,snow_goose,6.567809,5.95384
SA08115,sandhill_crane,12.212513,10.066302
SA02698,sandhill_crane,13.194493,11.029935
SN06793,snow_goose,14.250752,12.243186
SN05074,snow_goose,14.211917,13.084873
SN05741,snow_goose,5.352604,9.429503
SN06035,snow_goose,8.643609,2.182389
SA06089,sandhill_crane,12.245527,2.602671
SA03055,sandhill_crane,16.8016,3.590755
SN03955,snow_goose,12.578502,12.511151
SN09620,snow_goose,0.880389,5.287752
SN05144,snow_goose,6.856391,5.673861
SN00189,snow_goose,8.196849,3.345468
SA06612,sandhill_crane,13.55383,12.321021
SA03316,sandhill_crane,5.698887,10.417919
SN08512,snow_goose,15.929987,3.531008
SN09196,snow_goose,15.021073,2.758954
SN01535,snow_goose,16.260681,2.418076
SN06060,snow_goose,13.987215,12.849726
SN05351,snow_goose,4.68826,9.973286
SA04024,sandhill_crane,2.328955,5.887464
SA01019,sandhill_crane,14.245185,13.275531
SN08111,snow_goose,2.902713,4.932712
SN06923,snow_goose,5.6454,10.743207
SN00588,snow_goose,14.419237,13.347904
SN03883,snow_goose,11.456145,2.684849
SN08037,snow_goose,12.649273,2.941379
SN03402,snow_goose,13.880271,12.767389
SA07769,sandhill_crane,9.022513,2.356767
SA02905,sandhill_crane,11.582208,10.300378
SN00286,snow_goose,12.395852,10.787734
SA08089,sandhill_crane,12.3926,10.653772
SN03357,snow_goose,5.359965,9.216011
SN00653,snow_goose,13.241005,3.623385
SN06947,snow_goose,14.043117,13.2711
SA07076,sandhill_crane,15.627953,3.907682
SA04403,sandhill_crane,5.546104,9.887628
SA00415,sandhill_crane,12.812366,10.414296
SN09887,snow_goose,16.163771,2.882396
SN03688,snow_goose,17.218513,2.862753
SA02255,sandhill_crane,2.366745,4.259014
SA03652,sandhill_crane,11.12109,1.573732
SN07334,snow_goose,5.328474,6.059404
SN08841,snow_goose,9.374404,2.148815
SN01783,snow_goose,12.135545,11.504267
SA07768,sandhill_crane,6.496016,10.107739
SN04576,snow_goose,13.532341,12.485655
SA01973,sandhill_crane,5.606089,5.635997
SN08630,snow_goose,5.919957,10.336281
SN01848,snow_goose,6.033229,8.771216
SN01419,snow_goose,8.355123,2.168341
SA07603,sandhill_crane,5.913818,10.724775
SA04204,sandhill_crane,2.069157,5.693276
SN07834,snow_goose,3.114649,4.881109
SN03576,snow_goose,2.569087,5.8054
SA03826,sandhill_crane,8.4211,3.630158
SN05536,snow_goose,11.426562,2.622673
SN01760,snow_goose,6.149962,5.001601
SA06642,sandhill_crane,8.416882,2.751504
SA03387,sandhill_crane,2.17796,5.820829
SN01705,snow_goose,12.197063,10.627829
SN06450,snow_goose,6.191782,5.540478
SN08936,snow_goose,5.804141,10.317619
SN08002,snow_goose,5.142371,9.901255
SA09405,sandhill_crane,11.76253,2.815134
SA08138,sandhill_crane,6.899594,5.291039
SN01812,snow_goose,12.882586,11.111841
SN08406,snow_goose,2.020637,5.666181
SA07699,sandhill_crane,6.000151,5.572545
SA08365,sandhill_crane,11.985693,10.889044
SN01470,snow_goose,16.170289,3.516754
SA09957,sandhill_crane,9.2739,1.897109
SA03552,sandhill_crane,5.667953,11.34587
SN01939,snow_goose,12.112382,11.016179
SA03462,sandhill_crane,11.813249,2.860884
SA09658,sandhill_crane,16.251157,4.42309
SA02462,sandhill_crane,5.556961,5.103263
SN05346,snow_goose,7.667332,5.378964
SN09572,snow_goose,6.387209,9.200381
SN05647,snow_goose,12.444142,2.515598
SN02669,snow_goose,9.266172,2.242583
SN08101,snow_goose,5.756604,4.949649
SA00722,sandhill_crane,5.33533,9.351305
SN02984,snow_goose,13.717202,12.610799
SN05884,snow_goose,8.565073,2.167381
SN05152,snow_goose,1.346366,5.809189
SN00578,snow_goose,16.198563,3.805079
SA02190,sandhill_crane,3.302687,4.769779
SN05461,snow_goose,3.143307,5.554121
SN07354,snow_goose,5.91975,5.817473
SA01242,sandhill_crane,13.294321,12.353552
SA09374,sandhill_crane,2.523901,5.116178
SA00374,sandhill_crane,5.502095,10.99746
SA03869,sandhill_crane,6.357003,5.48477
SA00289,sandhill_crane,12.277497,3.574491
SN02362,snow_goose,9.925154,3.23271
SA08443,sandhill_crane,6.110198,9.848502
SN07955,snow_goose,2.924495,5.777213
SN06434,snow_goose,1.781985,5.374955
SA07616,sandhill_crane,2.555989,4.521678
SA05665,sandhill_crane,14.019117,12.848485
SA00652,sandhill_crane,13.189063,12.275377
SN01769,snow_goose,12.183257,2.602147
SN00795,snow_goose,14.153338,13.713635
SA09431,sandhill_crane,8.847691,2.363744
SA09459,sandhill_crane,6.562002,4.943739
SA06099,sandhill_crane,16.414163,3.147957
SN02313,snow_goose,8.79766,3.33801
SA05609,sandhill_crane,12.751322,11.258298
SA05592,sandhill_crane,2.903151,4.866614
SN04508,snow_goose,12.683773,2.428258
SN09062,snow_goose,12.331551,11.076531
SA00896,sandhill_crane,5.238366,9.926088
SN03379,snow_goose,12.691175,2.856524
SA05473,sandhill_crane,12.069594,11.235116
SA03235,sandhill_crane,16.384915,4.178446
SN07184,snow_goose,5.018486,9.657812
SA03348,sandhill_crane,13.792684,12.99436
SN09909,snow_goose,12.780417,2.025208
SA02286,sandhill_crane,6.330225,9.506057
SA01046,sandhill_crane,13.270716,12.479092
SN01726,snow_goose,6.134946,4.952365
SN00678,snow_goose,5.328781,10.526321
SA07770,sandhill_crane,12.245339,2.111236
SN06381,snow_goose,12.77965,2.490624
SA03404,sandhill_crane,2.576951,4.581787
SA00490,sandhill_crane,16.286949,4.115882
SA08195,sandhill_crane,12.188247,2.887656
SN02900,snow_goose,2.627426,5.482491
SN09974,snow_goose,7.380573,5.193435
SA09937,sandhill_crane,9.856953,1.67643
SA01603,sandhill_crane,5.145018,9.887123
SN00011,snow_goose,2.300331,5.880996
SN05869,snow_goose,11.675726,1.772598
SN08368,snow_goose,5.177715,9.834795
SA09025,sandhill_crane,5.937459,10.104318
SA00339,sandhill_crane,11.604205,10.409582
SN00012,snow_goose,5.742595,10.485356
SA04123,sandhill_crane,8.414406,3.110032
SN02440,snow_goose,6.019465,5.225551
SN00315,snow_goose,5.802946,9.906123
SN09650,snow_goose,6.376429,5.727286
SN08273,snow_goose,14.00104,13.565609
SA03597,sandhill_crane,12.817221,10.545979
SN08866,snow_goose,8.92017,2.814683
SA01071,sandhill_crane,13.431143,13.497626
SA04746,sandhill_crane,16.500981,2.39716
SA09736,sandhill_crane,16.422041,3.101466
SN02594,snow_goose,6.232007,9.983702
SN00142,snow_goose,8.810953,1.872838
SN01158,snow_goose,15.811447,3.238848
SA08680,sandhill_crane,2.363862,5.342469
SA04571,sandhill_crane,6.596169,5.100935
SN04201,snow_goose,16.70183,3.28589
SN07258,snow_goose,9.161243,2.799407
SN02872,snow_goose,5.929033,9.751125
SA01135,sandhill_crane,14.899599,13.066347
SA08632,sandhill_crane,7.594103,2.772606
SA04909,sandhill_crane,5.325046,9.889276
SA02332,sandhill_crane,12.019647,2.770055
SA07176,sandhill_crane,15.756277,3.764301
SN08882,snow_goose,5.833744,10.946995
SN07126,snow_goose,12.574055,11.455863
SA05274,sandhill_crane,11.700711,1.97708
SA05938,sandhill_crane,16.527418,3.370576
SA04704,sandhill_crane,6.459826,6.18078
SN03560,snow_goose,9.550376,2.306749
SA08947,sandhill_crane,3.295749,6.242441
SA04673,sandhill_crane,8.245399,3.261572
SA06214,sandhill_crane,6.065291,6.028445
SN05981,snow_goose,5.237888,9.051445
SA09271,sandhill_crane,12.501727,2.806834
SA04823,sandhill_crane,5.547658,10.256908
SN06451,snow_goose,6.066699,5.029366
SN04915,snow_goose,8.828971,3.588174
SN04254,snow_goose,4.713984,10.336214
SA06676,sandhill_crane,14.729796,12.855796
SA04646,sandhill_crane,8.543901,2.513844
SN01847,snow_goose,16.585253,3.520981
SN03497,snow_goose,2.654139,4.902922
SN06593,snow_goose,5.566859,10.713766
SN04557,snow_goose,11.169655,2.394084
SA01935,sandhill_crane,5.759804,5.847623
SA08449,sandhill_crane,16.068959,3.068452
SA09789,sandhill_crane,6.840255,5.851607
SA08591,sandhill_crane,2.139301,4.52004
SA02865,sandhill_crane,12.889791,2.233209
